Car Name,Link,Year,KMage
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1095382174-5420d791/,2014,88500
Opel Corsa B,https://auto.ru/cars/used/sale/opel/corsa/1103316856-0cf5315d/,1998,190000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1100311882-379d2f20/,2007,236000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102747179-4ff14e1e/,2008,140000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1093967784-a17702de/,2001,290000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102292638-4f15e82a/,2006,210000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1100994712-64761994/,2007,192000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102536893-a5fb4d17/,2010,210000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102557945-7ae9e409/,2006,249676
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1099176716-bc5dc798/,2007,98000
Opel Astra F,https://auto.ru/cars/used/sale/opel/astra/1102518723-038b202e/,1996,250000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1098411406-eeb74dda/,2008,186000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1096101428-a7087833/,2001,260000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102360142-36908dea/,2013,169750
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1102667017-4fd09f86/,1996,363000
Opel Vectra A KAT,https://auto.ru/cars/used/sale/opel/vectra/1097119886-3a32cd9d/,1995,375465
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102327305-a022f585/,1999,334500
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1102675381-5ab362b0/,2006,268477
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103306684-a75e06f1/,2014,240000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102852821-194fcead/,2014,84221
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102496940-3afe747a/,2008,199000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102435954-90b2b790/,2012,198000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102305298-e936eb42/,2012,232000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102667218-19863a53/,2008,177000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102746141-ce690e1f/,2008,281000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102140336-0734127c/,2007,254000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102080884-841e313a/,2000,230000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101873327-188f0a9c/,2007,80000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102631408-8398fb6e/,2007,275000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1093397626-5161168b/,1997,355000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1101439167-a5df93d5/,2004,120000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101301856-e0e31dab/,2012,107000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1097159558-d82d1bcb/,2007,285000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102075329-6845f68f/,2008,185504
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103113462-28b21416/,2010,258365
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1102597345-5e2cbae5/,2007,180000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1098597446-2cbc97bf/,2011,98000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1098521092-529f764d/,2010,175000
Opel Monterey A,https://auto.ru/cars/used/sale/opel/monterey/1074661801-f66fab07/,1993,300000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1101782239-01822174/,1989,200000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102849679-bebf0b5e/,2013,152000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1099743946-33f5cf3d/,2007,229000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103419323-d20bcc99/,2012,122832
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102238139-1b40bf89/,2011,188880
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1091341596-030fcca0/,2012,137000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1096304702-096626f8/,1990,348617
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1101635639-c87fab7e/,2011,148000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1101500738-acbc62a7/,1997,400000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1101663909-cace0634/,2010,147000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102841535-9edba6a8/,2013,101000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1098917918-b4798b21/,2010,150000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1095651672-801b8836/,2011,74000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1101807571-634d91f2/,2003,145000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102473333-34a582ff/,2008,370000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102676750-89b83216/,2013,140000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102325206-e1c3fb27/,2008,250000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1094870354-fc65f266/,1998,320000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1099751890-719b32a7/,2004,241000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102704356-00c7abd0/,2007,241563
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103262780-f70f6377/,2008,201850
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102430042-e76d1bc2/,2008,130000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1100893370-a1157cb2/,2008,125060
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1095342198-c1ab51dd/,1996,438000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1101685276-44ee3385/,2008,278127
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1102025022-d94babec/,1995,250000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1091610798-702417ab/,2013,245000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1101708731-af3d16f8/,2000,250000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1098744856-e1076912/,2003,175000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1101432885-b47810d9/,2013,158000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1094652660-78df437c/,1998,320000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102751582-82c3c779/,2011,125765
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103081977-8e6ad6d2/,2012,201100
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102553758-d64f7252/,2006,225000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102672587-08389664/,2007,169700
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1096812380-40e64a56/,2011,394000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103068407-c9185d7b/,2008,163658
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1089969224-9621b1e6/,2010,104000
Opel Meriva A,https://auto.ru/cars/used/sale/opel/meriva/1096259712-41d908b1/,2003,190000
Opel Combo C Рестайлинг,https://auto.ru/cars/used/sale/opel/combo/1103058079-b11069c4/,2007,256713
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102809826-bc2c3383/,2007,255600
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102279409-313b9d2c/,2007,174500
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1103417731-c52fa4f9/,2000,198000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103417386-b083c12c/,1996,300000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103125052-f148632c/,2011,170000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103416837-70cdc1c5/,2009,239200
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101548239-1299d436/,2008,208000
Opel Zafira A,https://auto.ru/cars/used/sale/opel/zafira/1102923657-26e68f67/,2001,246000
Opel Agila A,https://auto.ru/cars/used/sale/opel/agila/1103415561-34b41603/,2002,196000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103416190-79e1e8b9/,2007,133000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102080720-e4fe1c84/,2003,172758
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102986188-350bfeb3/,2012,143000
Opel Insignia II,https://auto.ru/cars/used/sale/opel/insignia/1102941804-a9424c65/,2017,105000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103414721-19883344/,2007,124000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103333738-a66bb91a/,2010,151202
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103414149-767e3b8d/,2012,142000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103414215-84e8ea34/,2010,198000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1101544773-2c81da76/,1997,339000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103294766-d3d3a2e1/,2008,183000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103197593-86691e5c/,2013,111000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103413209-16494997/,2012,55000
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103296548-56076fb2/,2011,149000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103411422-02df4124/,2015,123000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103412055-fca5b649/,2006,264440
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102260907-9cbd1e62/,2011,167000
Opel Meriva B Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1102932772-b3b79b93/,2014,112762
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103410351-2793ac6f/,2012,142500
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1102956632-8a9e4be3/,2007,129673
Opel Astra OPC J,https://auto.ru/cars/used/sale/opel/astra_opc/1082694776-829db938/,2013,66000
Opel Astra OPC J,https://auto.ru/cars/used/sale/opel/astra_opc/1103386673-24679c0a/,2012,142000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103402380-7b624c9e/,2012,138000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102140085-11d2f678/,2008,228860
Opel Vivaro A Рестайлинг,https://auto.ru/cars/used/sale/opel/vivaro/1103384118-da743227/,2007,280000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103348016-24637345/,2001,150000
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1102942307-192eb47c/,2013,143305
Opel Sintra,https://auto.ru/cars/used/sale/opel/sintra/1103375381-18eb4ed9/,1997,1000000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103287880-7be3d673/,2013,120000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102933275-7690599b/,2013,210000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103411140-dffb32fe/,2002,226800
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103410212-4dba3169/,2013,116000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103115801-24b6da26/,2012,162500
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102919939-cb1b1ffe/,2011,144157
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102964924-fe7a993b/,2007,272000
Opel Agila A,https://auto.ru/cars/used/sale/opel/agila/1103091182-d45bce3f/,2001,33039
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103138111-829ddf7f/,2012,133000
Opel Signum I Рестайлинг,https://auto.ru/cars/used/sale/opel/signum/1097207686-e34dae39/,2005,187000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103293960-e4e9d731/,1997,154000
Opel Astra OPC H,https://auto.ru/cars/used/sale/opel/astra_opc/1103317240-9875e37a/,2008,235000
Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1103403513-929f0edc/,2002,293586
Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1103140949-5801e8ae/,2002,175000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103129167-41a04d82/,2010,198000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103180817-f9d50d7b/,2013,147000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103274014-7d5f28e8/,2013,115000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103247927-95911484/,2001,317000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103151953-b3ac72a9/,2012,102000
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1103104314-9e1a91ae/,2000,385000
Opel Sintra,https://auto.ru/cars/used/sale/opel/sintra/1103239861-278034c9/,1996,210000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103124643-f82964a3/,2011,67000
Opel Insignia II,https://auto.ru/cars/used/sale/opel/insignia/1103271137-d105dd71/,2017,123500
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103082984-b2e49755/,2013,168000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103409969-8c0d6a5d/,2008,104009
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102955105-1849233f/,2012,96000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103378778-bad32d25/,2006,204746
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103064831-afd391b6/,2008,226637
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102965011-3004bf3e/,2007,90000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103184516-c2b8a788/,2011,145000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103081052-3bff8ae0/,2011,140000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103209811-97acf8b0/,1996,123456
Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1103133312-30aef3d4/,2004,307000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103217876-a0abf17a/,2011,158285
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103153571-5ccbf58f/,2011,119000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103367601-4ae73f18/,2012,147220
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103142720-81a3a690/,2007,127077
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103287600-41eaa99b/,2012,182200
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103320643-d02f5b99/,2014,105000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1070548929-de147991/,2010,185000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103393223-3507de88/,2007,182600
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103078488-e8182e61/,1999,208106
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103056867-e08ee922/,2008,234554
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103027741-86ea6ca5/,2013,143000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103179672-c83d03f1/,2006,193000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103168494-5759d2b4/,2008,177100
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103180846-0233ddc0/,2011,161500
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1102966461-d3f1c2f1/,2008,172000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103409237-5830f911/,2010,258000
Opel Astra F,https://auto.ru/cars/used/sale/opel/astra/1103142375-b8fc685a/,1995,235000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103261209-8a5c09a3/,2012,170000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103294027-ee94f18b/,2010,159000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1098198424-5e24ffce/,2008,130000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103051956-c654bba4/,2009,183000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103120923-2278b76a/,2007,280000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103153279-bdefb60d/,2011,223000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103246589-d53a3d5d/,2006,160000
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1103293544-0471c898/,2010,225000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103299190-74bee761/,2011,165000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103366027-380f0bd7/,2009,122000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103128078-958d470b/,2006,140000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103200597-d8ba925a/,2004,230000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103220107-db10fad5/,1998,325000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103244073-b4270e08/,2008,160000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103159260-29d72e12/,1996,150000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103290219-280dbeb4/,1997,300000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103111560-413916cb/,2013,132000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103395996-7f2a71fa/,2010,246000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103247693-ba15adf5/,2007,250000
Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1103245196-6d9f478d/,2003,220000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103179635-993d0b64/,1998,358317
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102922327-94e79ecd/,2001,247000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103333496-314300b2/,2002,214369
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103111850-d49e9708/,2010,173000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103384501-85aaf28d/,2008,120375
Opel Insignia I Рестайлинг Country Tourer,https://auto.ru/cars/used/sale/opel/insignia/1103396609-f48d0c02/,2014,117500
Opel Signum I Рестайлинг,https://auto.ru/cars/used/sale/opel/signum/1103008868-c8e5e87d/,2007,220000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103326331-c3a60fb9/,2010,78320
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1103365694-76197095/,2006,250000
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1103125919-ba067e55/,2001,400000
Opel Frontera A,https://auto.ru/cars/used/sale/opel/frontera/1103117498-c0b6b51f/,1997,230000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102999966-14dce923/,2014,165000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103027967-6d56484a/,2013,77292
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103290580-d66ffea6/,2013,96000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103104764-357e9686/,2006,208000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103200863-98928782/,2013,175000
Opel Astra F,https://auto.ru/cars/used/sale/opel/astra/1103317064-daa71dfc/,1992,340008
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103049451-7a34d67f/,1999,298199
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103115863-82b71738/,1999,310000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1098247942-f779b7b9/,2010,154575
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103371558-aaafaa36/,2012,122000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1072025048-07cce4a6/,2014,70000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103000016-90e618fb/,2008,122216
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103296994-c48ed04a/,2013,130000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102970536-e55e456a/,2012,155000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103283956-8c13fc77/,1994,450000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103199367-a1c2b4aa/,2008,224850
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102990452-ed680633/,2014,28434
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1103387988-febb3690/,1999,341000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103308106-d3484250/,2008,296200
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103287640-3e7cdade/,1996,231327
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103195021-d3e224aa/,2000,364000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103224900-d10c059c/,2013,198000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103070741-d8a6692e/,2010,195000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103008640-edddc320/,2013,110000
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1103343739-e96a648b/,2000,150000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103406514-9f93943b/,2013,108000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103359588-03c605fe/,2011,134000
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103141078-55161bcf/,2014,115000
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1102927026-212ba30d/,1999,200000
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1103140563-6d223799/,2012,284091
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103275190-70739638/,2012,80210
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103252803-0edca765/,2003,196000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103301113-730ca528/,2013,148200
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103065292-c5208153/,2008,160000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102975667-9db554ba/,2011,171000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103363018-498bb97b/,2012,324000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103224885-f884819d/,2012,222100
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103102953-4068784c/,1999,312000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103074832-e3d100cb/,2012,98000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103179757-74fc0f4f/,2001,269000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102951310-7d972593/,2000,300000
Opel Astra F,https://auto.ru/cars/used/sale/opel/astra/1103130895-3a7e0113/,1997,350000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103399680-f9dbe838/,2013,73000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103227201-fc8a608e/,2015,65000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103317937-03ad6142/,2013,93500
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103307615-288b49d6/,2014,93000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103379147-0031178d/,2007,130000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1050441096-bda29/,2013,175000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103142821-a3b404d4/,2013,67000
Opel Ascona C,https://auto.ru/cars/used/sale/opel/ascona/1103007246-c4f597f2/,1985,186000
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103374034-1b569ff9/,2014,116000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103198212-875e39dd/,2013,181760
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1102920644-d5968e41/,2014,128226
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103394727-9c291412/,2013,135000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1042551502-eb0f1/,2013,119000
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103304764-1985a37a/,2014,69000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103024378-0c584177/,2010,160000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103295242-9762aa16/,2015,170000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102979938-d5aa0efa/,2014,146000
Opel Calibra,https://auto.ru/cars/used/sale/opel/calibra/1102979646-9da425dd/,1993,360000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103287377-35b88a41/,1998,255339
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103130957-6924f752/,2012,157000
Opel Zafira A Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103391616-cef0a703/,2004,200000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103301260-1f9e4f86/,2007,230000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103120210-c8c710b2/,1999,205000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102926429-aa01fe31/,2008,130000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103147783-7eb98037/,2009,170000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103147783-7eb98037/,2009,170000
